Item_ID,รายการสินค้า,จำนวน,มูลค่าต่อหน่วย,มูลค่ารวม
7005,003 / เครื่องฟอกอากาศ,2349,2009.1,4719379.49
7006,ปากกาลูกลื่น,4941,1165.02,5756342.68
7007,ปากกาลูกลื่น,4091,4065.58,16632294.97
7008,003 / เครื่องฟอกอากาศ,1879,3860.85,7254532.35
7009,003 / เครื่องฟอกอากาศ,3454,4166.72,14391840.15
7010,สมุดโน้ต,1295,2135.56,2765551.12
7011,ดินสอ,2885,3716.31,10721543.78
7012,003 / เครื่องฟอกอากาศ,370,2407.58,890803.25
7013,ดินสอ,4545,3588.97,16311880.26
7014,003 / เครื่องฟอกอากาศ,4427,145.6,644571.88
7015,003 / เครื่องฟอกอากาศ,63,2517.94,158629.98
7016,ปากกาลูกลื่น,3287,3915.77,12871131.0
7017,สมุดโน้ต,1781,2921.81,5203745.63
7018,003 / เครื่องฟอกอากาศ,1458,3868.85,5640777.51
7019,สมุดโน้ต,4959,3724.03,18467464.65
7020,ยางลบ,338,1358.46,459159.56
7021,ปากกาลูกลื่น,954,442.59,422235.32
7022,003 / เครื่องฟอกอากาศ,1287,2696.93,3470954.54
7023,สมุดโน้ต,1106,519.58,574659.84
7024,สมุดโน้ต,1132,1854.8,2099635.93
7025,ยางลบ,1197,4439.33,5313878.99
7026,003 / เครื่องฟอกอากาศ,563,1650.91,929461.66
7027,ปากกาลูกลื่น,2581,1591.97,4108862.26
7028,003 / เครื่องฟอกอากาศ,3403,94.85,322791.08
7029,ยางลบ,1242,4069.57,5054403.66
7030,สมุดโน้ต,4127,3547.39,14640065.48
7031,ยางลบ,8,684.56,5476.46
7032,ยางลบ,1536,3753.76,5765782.25
7033,สมุดโน้ต,3582,271.37,972044.31
7034,ปากกาลูกลื่น,1318,4226.25,5570197.45
7035,ดินสอ,4686,386.73,1812233.44
7036,ยางลบ,2896,4074.53,11799840.42
7037,ปากกาลูกลื่น,2104,791.75,1665839.66
7038,ดินสอ,3229,299.04,965603.53
7039,003 / เครื่องฟอกอากาศ,2600,3491.49,9077874.08
7040,ปากกาลูกลื่น,1972,4040.12,7967111.94
7041,สมุดโน้ต,2312,2958.18,6839311.31
7042,ปากกาลูกลื่น,2543,4379.83,11137909.66
7043,ยางลบ,2777,3946.3,10958887.1
7044,ดินสอ,822,448.21,368430.29
7045,ยางลบ,195,3653.74,712480.21
7046,ปากกาลูกลื่น,1176,2338.75,2750366.04
7047,003 / เครื่องฟอกอากาศ,724,1118.71,809945.14
7048,สมุดโน้ต,1441,303.61,437506.79
7049,003 / เครื่องฟอกอากาศ,1517,4046.47,6138498.23
7050,003 / เครื่องฟอกอากาศ,4910,4353.3,21374679.23
7051,ดินสอ,1101,662.5,729411.7
7052,ดินสอ,3224,4775.74,15396983.75
7053,ดินสอ,2178,1335.32,2908320.56
7054,ดินสอ,354,844.37,298906.01
7055,ดินสอ,257,2192.38,563441.27
7056,สมุดโน้ต,4214,3460.62,14583062.08
7057,สมุดโน้ต,279,3739.24,1043249.24
7058,003 / เครื่องฟอกอากาศ,4986,2748.99,13706481.65
7059,ดินสอ,3105,1782.44,5534462.16
7060,ยางลบ,2778,1274.33,3540092.83
7061,ดินสอ,4900,1865.5,9140959.9
7062,ปากกาลูกลื่น,838,4123.91,3455833.01
7063,ดินสอ,1666,3938.57,6561658.93
7064,ดินสอ,735,4473.45,3287986.24
7065,ดินสอ,956,3381.62,3232832.74
7066,ยางลบ,549,3911.53,2147432.04
7067,ปากกาลูกลื่น,294,1844.79,542367.47
7068,ดินสอ,4397,1397.58,6145175.22
7069,สมุดโน้ต,1839,4177.96,7683265.88
7070,ดินสอ,3733,2520.0,9407163.24
7071,003 / เครื่องฟอกอากาศ,3833,3985.72,15277264.66
7072,ปากกาลูกลื่น,1206,4901.22,5910866.16
7073,ดินสอ,4381,3608.02,15806718.65
7074,ปากกาลูกลื่น,2394,1322.54,3166162.47
7075,สมุดโน้ต,1900,2938.28,5582737.14
7076,ดินสอ,3911,3896.48,15239143.48
7077,ดินสอ,4660,1409.34,6567531.61
7078,ปากกาลูกลื่น,4237,3006.42,12738193.75
7079,ปากกาลูกลื่น,3748,2746.23,10292887.11
7080,003 / เครื่องฟอกอากาศ,1637,38.22,62566.12
7081,สมุดโน้ต,1771,1604.26,2841150.6
7082,ดินสอ,2021,621.42,1255899.57
7083,ยางลบ,4185,2237.02,9361931.59
7084,ปากกาลูกลื่น,716,2691.42,1927059.55
7085,ยางลบ,4762,3896.43,18554814.79
7086,ยางลบ,4882,1380.6,6740066.82
7087,สมุดโน้ต,1893,4651.69,8805650.35
7088,สมุดโน้ต,766,914.88,700796.13
7089,สมุดโน้ต,2360,3380.03,7976879.45
7090,ปากกาลูกลื่น,1895,732.48,1388047.45
7091,003 / เครื่องฟอกอากาศ,1937,3095.99,5996924.32
7092,ดินสอ,1200,853.42,1024103.07
7093,ปากกาลูกลื่น,1895,4663.06,8836500.03
7094,ดินสอ,3160,3553.82,11230064.67
7095,ยางลบ,1944,267.41,519854.64
7096,ปากกาลูกลื่น,1325,379.96,503451.28
7097,ยางลบ,2367,2773.91,6565855.85
7098,003 / เครื่องฟอกอากาศ,3792,3021.27,11456671.85
7099,ปากกาลูกลื่น,3006,3537.79,10634593.07
7100,ดินสอ,4060,216.47,878860.31
7101,ปากกาลูกลื่น,2918,2913.31,8501029.99
7102,สมุดโน้ต,2829,229.84,650223.96
7103,ยางลบ,2884,4453.88,12844994.67
7104,ยางลบ,305,2819.04,859807.6
7105,ยางลบ,1185,1086.16,1287100.56
7106,ดินสอ,4581,1360.58,6232822.25
7107,003 / เครื่องฟอกอากาศ,345,4790.07,1652574.91
7108,ดินสอ,4086,4364.84,17834756.05
7109,ดินสอ,3584,4696.52,16832310.12
7110,ดินสอ,3920,2899.6,11366447.43
7111,ดินสอ,1497,2766.66,4141696.05
7112,ยางลบ,4810,1622.14,7802486.83
7113,ดินสอ,4598,1744.75,8022353.75
7114,สมุดโน้ต,1102,4823.92,5315962.2
7115,สมุดโน้ต,4325,2366.25,10234030.5
7116,ยางลบ,283,4284.23,1212436.25
7117,ปากกาลูกลื่น,1483,2530.68,3753005.01
7118,ยางลบ,3880,1106.56,4293458.69
7119,ยางลบ,4412,455.67,2010414.16
7120,ยางลบ,4178,2836.44,11850659.41
7121,สมุดโน้ต,2343,3747.83,8781164.33
7122,ปากกาลูกลื่น,4669,799.38,3732286.86
7123,003 / เครื่องฟอกอากาศ,3882,717.47,2785235.14
7124,ปากกาลูกลื่น,1475,25.87,38162.91
7125,ยางลบ,4916,718.73,3533296.69
7126,ยางลบ,1542,3472.22,5354169.65
7127,สมุดโน้ต,4302,4631.3,19923835.66
7128,ปากกาลูกลื่น,381,4806.79,1831386.37
7129,ปากกาลูกลื่น,1105,858.11,948213.92
7130,ยางลบ,1832,3202.21,5866449.58
7131,ปากกาลูกลื่น,4937,1698.56,8385811.01
7132,ดินสอ,823,2208.72,1817780.42
7133,ดินสอ,1281,2877.46,3686031.57
7134,ปากกาลูกลื่น,90,1032.78,92950.19
7135,สมุดโน้ต,3262,1149.37,3749235.01
7136,สมุดโน้ต,4970,2166.04,10765235.09
7137,สมุดโน้ต,3419,716.19,2448664.24
7138,003 / เครื่องฟอกอากาศ,4345,2087.11,9068498.9
7139,003 / เครื่องฟอกอากาศ,3840,3449.06,13244409.0
7140,ดินสอ,4413,164.42,725591.01
7141,ปากกาลูกลื่น,3706,2783.09,10314142.01
7142,ปากกาลูกลื่น,2367,2078.84,4920606.67
7143,ดินสอ,3408,2981.5,10160965.44
7144,สมุดโน้ต,432,4366.87,1886488.27
7145,ปากกาลูกลื่น,2164,4086.6,8843408.47
7146,ปากกาลูกลื่น,3293,3124.59,10289276.1
7147,ยางลบ,2409,4732.6,11400830.15
7148,ยางลบ,1049,1634.31,1714395.73
7149,ยางลบ,2154,3135.47,6753793.15
7150,ดินสอ,3793,4478.98,16988769.02
7151,ยางลบ,301,4857.13,1461997.6
7152,สมุดโน้ต,4746,4243.75,20140836.4
7153,ยางลบ,3376,4499.78,15191241.75
7154,สมุดโน้ต,3015,1076.04,3244273.29
7155,003 / เครื่องฟอกอากาศ,4783,1282.54,6134375.53
7156,ดินสอ,3759,4008.61,15068349.85
7157,ดินสอ,2899,2390.56,6930233.99
7158,สมุดโน้ต,1989,335.14,666594.97
7159,ปากกาลูกลื่น,1436,1003.13,1440499.18
7160,ยางลบ,1334,2853.34,3806351.29
7161,สมุดโน้ต,1304,1712.47,2233055.69
7162,003 / เครื่องฟอกอากาศ,760,4320.81,3283812.68
7163,003 / เครื่องฟอกอากาศ,1810,373.27,675612.75
7164,สมุดโน้ต,3746,3543.36,13273419.25
7165,ปากกาลูกลื่น,3259,3563.62,11613823.92
7166,003 / เครื่องฟอกอากาศ,3187,1715.71,5467960.52
7167,สมุดโน้ต,4937,445.27,2198284.17
7168,สมุดโน้ต,239,1049.18,250752.98
7169,003 / เครื่องฟอกอากาศ,4099,1569.28,6432482.51
7170,ดินสอ,459,2582.01,1185143.08
7171,ปากกาลูกลื่น,4218,2008.72,8472797.61
7172,สมุดโน้ต,1594,2542.35,4052503.19
7173,ยางลบ,3452,3049.09,10525444.22
7174,สมุดโน้ต,178,1977.1,351924.55
7175,สมุดโน้ต,4771,256.5,1223758.32
7176,ปากกาลูกลื่น,1465,2870.86,4205811.83
7177,สมุดโน้ต,3391,3053.17,10353283.06
7178,สมุดโน้ต,4473,4908.51,21955780.3
7179,ยางลบ,4255,2465.34,10490034.25
7180,ดินสอ,4869,4204.54,20471897.81
7181,ปากกาลูกลื่น,1971,1188.04,2341624.85
7182,003 / เครื่องฟอกอากาศ,4426,2174.63,9624899.13
7183,ปากกาลูกลื่น,1010,4859.41,4908000.99
7184,ดินสอ,3513,662.53,2327483.98
7185,003 / เครื่องฟอกอากาศ,2664,2526.09,6729492.38
7186,003 / เครื่องฟอกอากาศ,3765,501.26,1887261.58
7187,003 / เครื่องฟอกอากาศ,2621,62.07,162680.22
7188,ดินสอ,3317,800.22,2654334.72
7189,สมุดโน้ต,4360,4274.46,18636654.12
7190,003 / เครื่องฟอกอากาศ,4252,2454.63,10437099.83
7191,ปากกาลูกลื่น,3675,2850.55,10475760.26
7192,ดินสอ,3494,1154.6,4034173.85
7193,ปากกาลูกลื่น,1138,3593.38,4089265.67
7194,ยางลบ,4622,547.08,2528591.92
7195,ดินสอ,3557,4298.08,15288275.62
7196,ยางลบ,535,4329.49,2316278.84
7197,สมุดโน้ต,4059,4491.28,18230118.56
7198,สมุดโน้ต,1884,3253.03,6128716.25
7199,ปากกาลูกลื่น,1857,4977.12,9242502.76
7200,ดินสอ,1834,1026.53,1882658.16
7201,ยางลบ,3803,4669.54,17758253.74
7202,สมุดโน้ต,1980,3577.88,7084211.45
7203,003 / เครื่องฟอกอากาศ,6,4631.64,27789.86
7204,003 / เครื่องฟอกอากาศ,1086,281.89,306132.18
7205,สมุดโน้ต,1614,192.74,311081.63
7206,ยางลบ,4240,1576.04,6682399.74
7207,ดินสอ,2718,923.52,2510119.12
7208,สมุดโน้ต,2050,1026.27,2103859.01
7209,สมุดโน้ต,2000,4474.4,8948798.81
7210,สมุดโน้ต,4257,2319.59,9874512.58
7211,ยางลบ,3856,3580.47,13806280.54
7212,ปากกาลูกลื่น,1507,2931.48,4417744.96
7213,ดินสอ,3705,1826.14,6765834.29
7214,003 / เครื่องฟอกอากาศ,4780,1996.02,9540980.83
7215,ดินสอ,1818,954.38,1735061.01
7216,ปากกาลูกลื่น,3093,3122.62,9658268.46
7217,ยางลบ,3945,1372.28,5413648.82
7218,ยางลบ,2576,3320.96,8554797.51
7219,003 / เครื่องฟอกอากาศ,1519,2467.94,3748795.63
7220,สมุดโน้ต,901,545.39,491397.79
7221,ดินสอ,2643,2788.72,7370593.89
7222,สมุดโน้ต,158,17.63,2785.8
7223,ยางลบ,882,3594.74,3170563.64
7224,ยางลบ,177,3569.89,631870.95
7225,ยางลบ,283,4573.75,1294369.92
7226,ปากกาลูกลื่น,710,3319.63,2356933.87
7227,สมุดโน้ต,3185,3308.31,10536982.23
7228,ยางลบ,2939,1534.98,4511294.55
7229,สมุดโน้ต,4867,3257.14,15852509.88
7230,003 / เครื่องฟอกอากาศ,4804,383.98,1844621.26
7231,ดินสอ,4203,3090.65,12989993.33
7232,สมุดโน้ต,881,4693.3,4134797.54
7233,ดินสอ,4258,1430.91,6092821.14
7234,สมุดโน้ต,4240,1289.84,5468909.42
7235,ดินสอ,3692,3206.77,11839383.86
7236,ดินสอ,4047,243.43,985170.11
7237,003 / เครื่องฟอกอากาศ,100,2749.03,274903.41
7238,ปากกาลูกลื่น,4403,2658.11,11703653.22
7239,ยางลบ,1886,2080.74,3924283.25
7240,ปากกาลูกลื่น,1254,4659.98,5843610.1
7241,ปากกาลูกลื่น,2439,1540.33,3756860.23
7242,ดินสอ,3233,2173.67,7027467.64
7243,สมุดโน้ต,3891,4506.48,17534730.16
7244,ยางลบ,4367,2783.91,12157353.57
7245,ยางลบ,1031,1968.66,2029690.75
7246,ยางลบ,2904,2259.36,6561175.63
7247,ปากกาลูกลื่น,2654,2683.39,7121729.45
7248,ดินสอ,2745,4965.79,13631100.03
7249,ดินสอ,2256,2149.76,4849866.72
7250,ปากกาลูกลื่น,1025,2891.31,2963596.0
7251,ดินสอ,3575,1608.95,5751984.03
7252,ดินสอ,4804,4721.17,22680492.54
7253,สมุดโน้ต,1890,4032.01,7620506.92
7254,ยางลบ,167,973.05,162499.2
7255,ยางลบ,1873,3983.06,7460265.44
7256,ดินสอ,1471,1833.07,2696445.77
7257,สมุดโน้ต,3973,1992.93,7917891.28
7258,สมุดโน้ต,95,4517.14,429128.18
7259,ปากกาลูกลื่น,2840,1969.38,5593026.4
7260,ยางลบ,2482,4876.19,12102692.11
7261,ปากกาลูกลื่น,1149,2680.12,3079457.27
7262,ยางลบ,462,1718.16,793788.39
7263,ดินสอ,263,1471.94,387119.16
7264,สมุดโน้ต,1208,4034.26,4873385.59
7265,ดินสอ,1007,540.41,544196.62
7266,ดินสอ,3205,1352.07,4333380.5
7267,สมุดโน้ต,4895,3721.54,18216935.73
7268,ดินสอ,3352,1683.31,5642462.35
7269,ปากกาลูกลื่น,2975,2661.87,7919059.48
7270,สมุดโน้ต,3832,2623.61,10053668.12
7271,ดินสอ,1343,3764.57,5055817.21
7272,ดินสอ,2361,1528.52,3608837.8
7273,ปากกาลูกลื่น,389,678.53,263947.67
7274,003 / เครื่องฟอกอากาศ,1413,1782.24,2518303.76
7275,ดินสอ,416,2086.81,868111.86
7276,ปากกาลูกลื่น,2874,1315.69,3781301.7
7277,ปากกาลูกลื่น,4499,2632.56,11843882.92
7278,ยางลบ,1240,1203.61,1492480.27
7279,003 / เครื่องฟอกอากาศ,5,327.48,1637.38
7280,สมุดโน้ต,4799,120.87,580061.32
7281,003 / เครื่องฟอกอากาศ,4932,240.58,1186516.91
7282,ปากกาลูกลื่น,2387,4070.43,9716120.92
7283,ดินสอ,3859,1336.28,5156706.41
7284,003 / เครื่องฟอกอากาศ,3253,1469.82,4781313.01
7285,สมุดโน้ต,140,4795.88,671423.49
7286,ดินสอ,1255,3364.82,4222846.4
7287,003 / เครื่องฟอกอากาศ,755,1575.4,1189426.1
7288,ดินสอ,3910,2858.99,11178632.73
7289,ยางลบ,3055,1929.21,5893723.54
7290,สมุดโน้ต,2083,209.96,437346.09
7291,ปากกาลูกลื่น,3966,3969.14,15741608.98
7292,ดินสอ,3484,3610.81,12580049.08
7293,003 / เครื่องฟอกอากาศ,328,4336.24,1422287.35
7294,003 / เครื่องฟอกอากาศ,12,1361.8,16341.62
7295,ปากกาลูกลื่น,2257,4825.63,10891436.04
7296,003 / เครื่องฟอกอากาศ,710,3530.09,2506361.04
7297,ปากกาลูกลื่น,4271,171.6,732890.33
7298,ปากกาลูกลื่น,917,1683.18,1543472.15
7299,ยางลบ,1730,3851.29,6662735.12
7300,ดินสอ,107,762.48,81585.81
7301,ดินสอ,290,4012.14,1163520.18
7302,003 / เครื่องฟอกอากาศ,4431,2495.45,11057339.02
7303,003 / เครื่องฟอกอากาศ,1792,245.45,439846.07
7304,สมุดโน้ต,3630,4348.29,15784292.83
7305,ยางลบ,3690,4412.37,16281657.81
7306,ดินสอ,528,42.55,22467.34
7307,ยางลบ,2395,1783.07,4270451.08
7308,003 / เครื่องฟอกอากาศ,4170,3025.11,12614700.8
7309,ยางลบ,3737,20.7,77348.99
7310,ยางลบ,1160,4549.42,5277324.61
7311,ดินสอ,2244,4114.96,9233967.41
7312,ปากกาลูกลื่น,2552,616.97,1574509.3
7313,ปากกาลูกลื่น,4213,4143.89,17458196.0
7314,สมุดโน้ต,354,295.23,104510.76
7315,003 / เครื่องฟอกอากาศ,26,2851.13,74129.43
7316,ยางลบ,2883,2809.29,8099174.79
7317,ปากกาลูกลื่น,2521,3661.33,9230201.8
7318,ยางลบ,987,846.32,835321.36
7319,สมุดโน้ต,3028,2099.1,6356073.52
7320,003 / เครื่องฟอกอากาศ,1102,1647.69,1815755.2
7321,ดินสอ,101,1460.13,147473.58
7322,ยางลบ,2691,1238.97,3334073.88
7323,ปากกาลูกลื่น,2068,2633.02,5445077.74
7324,สมุดโน้ต,2947,1285.07,3787098.25
7325,ปากกาลูกลื่น,132,2974.25,392600.7
7326,ยางลบ,87,2762.29,240318.94
7327,ดินสอ,911,1281.83,1167747.05
7328,สมุดโน้ต,3302,3869.71,12777767.06
7329,ปากกาลูกลื่น,1279,3032.34,3878359.06
7330,003 / เครื่องฟอกอากาศ,1872,1111.81,2081311.24
7331,ดินสอ,4446,20.0,88929.29
7332,ยางลบ,537,1182.79,635157.34
7333,ปากกาลูกลื่น,2212,2324.45,5141691.64
7334,003 / เครื่องฟอกอากาศ,44,3959.9,174235.8
7335,ดินสอ,1424,2333.35,3322696.81
7336,ยางลบ,4531,1910.53,8656615.74
7337,ยางลบ,2805,4894.52,13729129.6
7338,สมุดโน้ต,2669,1010.69,2697533.77
7339,003 / เครื่องฟอกอากาศ,2107,864.77,1822073.79
7340,003 / เครื่องฟอกอากาศ,3554,1808.62,6427826.36
7341,003 / เครื่องฟอกอากาศ,1719,357.56,614648.95
7342,ปากกาลูกลื่น,4256,1207.95,5141030.2
7343,ยางลบ,4070,2348.31,9557627.54
7344,ยางลบ,966,300.57,290348.71
7345,ดินสอ,916,3037.04,2781927.7
7346,ดินสอ,4896,1299.14,6360595.49
7347,ดินสอ,1065,1379.89,1469577.73
7348,ปากกาลูกลื่น,4279,2651.84,11347244.7
7349,ยางลบ,3584,713.44,2556954.01
7350,ปากกาลูกลื่น,370,4771.02,1765278.05
7351,ดินสอ,4167,4229.46,17624169.13
7352,ดินสอ,1796,2266.29,4070250.09
7353,ปากกาลูกลื่น,4310,2007.88,8653973.19
7354,003 / เครื่องฟอกอากาศ,2469,1698.74,4194189.74
7355,ยางลบ,4814,4556.04,21932789.53
7356,สมุดโน้ต,1334,4860.88,6484418.76
7357,ปากกาลูกลื่น,1007,1815.29,1827993.15
7358,สมุดโน้ต,4905,679.58,3333337.56
7359,ยางลบ,4525,4645.86,21022532.09
7360,ยางลบ,1690,1126.67,1904072.51
7361,003 / เครื่องฟอกอากาศ,4796,70.78,339469.47
7362,ปากกาลูกลื่น,2619,167.91,439758.12
7363,สมุดโน้ต,1707,1045.48,1784629.07
7364,สมุดโน้ต,2407,1103.09,2655131.12
7365,ยางลบ,337,1606.99,541556.8
7366,ยางลบ,1590,263.64,419192.46
7367,ยางลบ,1234,2002.92,2471603.35
7368,ยางลบ,2619,4985.05,13055847.31
7369,ดินสอ,1342,3637.01,4880862.19
7370,ปากกาลูกลื่น,4560,1582.62,7216737.52
7371,ดินสอ,1293,3342.54,4321907.89
7372,ปากกาลูกลื่น,4825,1661.11,8014850.07
7373,สมุดโน้ต,1401,327.97,459484.36
7374,สมุดโน้ต,3370,2850.34,9605636.73
7375,ดินสอ,4118,3887.14,16007225.51
7376,003 / เครื่องฟอกอากาศ,2381,4894.7,11654281.95
7377,003 / เครื่องฟอกอากาศ,3200,2725.36,8721147.5
7378,ปากกาลูกลื่น,204,2880.16,587553.2
7379,ปากกาลูกลื่น,4768,1135.33,5413265.97
7380,สมุดโน้ต,4887,2617.37,12791109.73
7381,ดินสอ,4475,592.71,2652375.33
7382,สมุดโน้ต,188,1472.04,276743.32
7383,สมุดโน้ต,878,603.14,529554.76
7384,ยางลบ,4789,3597.8,17229875.44
7385,ปากกาลูกลื่น,1528,1082.7,1654373.19
7386,ยางลบ,877,1083.86,950542.94
7387,ปากกาลูกลื่น,4025,1785.02,7184690.48
7388,003 / เครื่องฟอกอากาศ,3899,1716.7,6693420.59
7389,ยางลบ,993,1359.66,1350141.22
7390,003 / เครื่องฟอกอากาศ,2084,3350.88,6983224.19
7391,ยางลบ,3205,1042.79,3342134.93
7392,ดินสอ,424,924.48,391980.88
7393,สมุดโน้ต,4453,3543.84,15780733.68
7394,ดินสอ,2880,1029.12,2963857.78
7395,ดินสอ,1975,280.92,554809.27
7396,สมุดโน้ต,1607,4438.64,7132887.53
7397,ดินสอ,4018,1210.13,4862283.29
7398,ดินสอ,4984,1654.07,8243875.03
7399,สมุดโน้ต,3285,3027.25,9944529.98
7400,สมุดโน้ต,4350,692.49,3012318.91
7401,สมุดโน้ต,4150,2043.21,8479342.06
7402,003 / เครื่องฟอกอากาศ,2427,2775.98,6737296.35
7403,ยางลบ,2969,2212.93,6570177.74
7404,ยางลบ,4451,1568.77,6982574.63
7405,ปากกาลูกลื่น,2968,3825.82,11355039.02
7406,ยางลบ,2861,3750.52,10730246.74
7407,สมุดโน้ต,2879,2292.43,6599896.66
7408,ยางลบ,82,3043.26,249547.17
7409,ปากกาลูกลื่น,2667,829.95,2213471.05
7410,ยางลบ,3937,3489.24,13737121.74
7411,003 / เครื่องฟอกอากาศ,4697,3271.69,15367119.7
7412,ปากกาลูกลื่น,4090,1124.52,4599291.18
7413,ปากกาลูกลื่น,2843,690.64,1963484.89
7414,ยางลบ,4627,301.78,1396354.1
7415,ยางลบ,2260,735.3,1661774.45
7416,ปากกาลูกลื่น,903,1180.79,1066252.0
7417,ยางลบ,3268,2784.03,9098220.77
7418,ยางลบ,3440,2781.37,9567900.57
7419,ดินสอ,2579,3922.33,10115691.08
7420,003 / เครื่องฟอกอากาศ,1821,3461.47,6303331.1
7421,ยางลบ,11,3678.73,40466.08
7422,ยางลบ,2427,1627.7,3950419.54
7423,003 / เครื่องฟอกอากาศ,1121,3418.63,3832282.98
7424,ปากกาลูกลื่น,3316,1122.18,3721153.96
7425,ดินสอ,1209,3757.65,4543004.82
7426,ดินสอ,713,3149.69,2245727.06
7427,ดินสอ,2677,2694.06,7212002.69
7428,ดินสอ,1197,2402.2,2875429.64
7429,สมุดโน้ต,1997,1030.7,2058299.1
7430,ปากกาลูกลื่น,1223,2002.35,2448877.82
7431,ยางลบ,4463,3940.91,17588278.75
7432,003 / เครื่องฟอกอากาศ,1830,2534.62,4638348.86
7433,ยางลบ,2395,497.78,1192193.17
7434,003 / เครื่องฟอกอากาศ,1441,4449.9,6412304.85
7435,สมุดโน้ต,3555,4481.26,15930887.57
7436,003 / เครื่องฟอกอากาศ,1400,4723.83,6613363.38
7437,สมุดโน้ต,2623,2799.44,7342919.56
7438,สมุดโน้ต,3684,4550.1,16762577.11
7439,ดินสอ,1937,4013.83,7774790.58
7440,ปากกาลูกลื่น,2602,4383.87,11406819.35
7441,ยางลบ,845,4230.29,3574594.27
7442,ยางลบ,4981,2647.63,13187862.95
7443,ยางลบ,4640,1709.58,7932469.61
7444,ปากกาลูกลื่น,1672,1308.23,2187365.94
7445,003 / เครื่องฟอกอากาศ,1909,329.56,629120.83
7446,ปากกาลูกลื่น,2709,1132.68,3068430.62
7447,003 / เครื่องฟอกอากาศ,1007,1031.74,1038960.0
7448,ยางลบ,2023,3540.57,7162563.86
7449,ดินสอ,2763,3108.14,8587787.97
7450,ยางลบ,3259,26.59,86642.88
7451,สมุดโน้ต,2800,359.02,1005253.7
7452,ดินสอ,4650,2095.9,9745951.15
7453,ดินสอ,1703,4623.37,7873606.21
7454,สมุดโน้ต,2567,4183.83,10739891.17
7455,สมุดโน้ต,3116,4758.36,14827039.08
7456,ปากกาลูกลื่น,3711,2473.2,9178030.73
7457,003 / เครื่องฟอกอากาศ,4852,1590.16,7715459.96
7458,ปากกาลูกลื่น,140,3832.82,536594.28
7459,ดินสอ,1785,2837.12,5064254.95
7460,ปากกาลูกลื่น,1961,2071.18,4061585.15
7461,ปากกาลูกลื่น,251,4333.78,1087779.86
7462,ดินสอ,4101,503.39,2064411.14
7463,สมุดโน้ต,3781,4023.95,15214550.58
7464,ดินสอ,4321,2870.17,12401992.61
7465,ดินสอ,892,1896.45,1691631.44
7466,003 / เครื่องฟอกอากาศ,240,340.24,81657.54
7467,003 / เครื่องฟอกอากาศ,539,731.95,394521.57
7468,ปากกาลูกลื่น,3440,3822.26,13148561.27
7469,003 / เครื่องฟอกอากาศ,4434,1352.07,5995083.9
7470,ดินสอ,2493,1304.84,3252957.72
7471,ดินสอ,2829,2583.74,7309389.85
7472,ปากกาลูกลื่น,2020,3581.92,7235478.27
7473,สมุดโน้ต,1921,3634.3,6981481.74
7474,สมุดโน้ต,4932,3133.66,15455218.92
7475,ดินสอ,2989,4857.67,14519579.56
7476,ยางลบ,2546,4267.36,10864697.43
7477,ยางลบ,626,4264.66,2669676.87
7478,003 / เครื่องฟอกอากาศ,805,1917.73,1543771.32
7479,ดินสอ,2820,1913.82,5396973.92
7480,สมุดโน้ต,181,1480.77,268020.03
7481,003 / เครื่องฟอกอากาศ,1890,4390.77,8298562.47
7482,003 / เครื่องฟอกอากาศ,2743,1263.83,3466691.98
7483,สมุดโน้ต,2858,4173.83,11928803.72
7484,ยางลบ,1000,1490.19,1490192.77
7485,ยางลบ,1161,1625.05,1886678.07
7486,สมุดโน้ต,1958,1298.95,2543352.29
7487,ปากกาลูกลื่น,2686,1791.1,4810892.78
7488,ปากกาลูกลื่น,4293,316.93,1360599.52
7489,ดินสอ,3022,1289.31,3896309.71
7490,ดินสอ,476,3381.72,1609698.0
7491,003 / เครื่องฟอกอากาศ,1682,4603.8,7743597.69
7492,003 / เครื่องฟอกอากาศ,3953,2395.74,9470350.59
7493,003 / เครื่องฟอกอากาศ,1867,3571.71,6668391.61
7494,สมุดโน้ต,802,3303.59,2649480.55
7495,ปากกาลูกลื่น,2853,461.29,1316061.27
7496,ยางลบ,4011,3932.31,15772494.67
7497,003 / เครื่องฟอกอากาศ,4110,4145.26,17037000.21
7498,ยางลบ,3830,578.35,2215065.7
7499,ยางลบ,1354,1320.61,1788100.32
7500,ดินสอ,4673,192.01,897274.78
7501,ดินสอ,1421,194.52,276417.88
7502,สมุดโน้ต,136,194.44,26443.98
7503,ปากกาลูกลื่น,2996,4939.97,14800152.31
7504,003 / เครื่องฟอกอากาศ,3992,1194.15,4767027.77
7505,003 / เครื่องฟอกอากาศ,2421,1294.63,3134298.87
7506,ดินสอ,2654,84.31,223757.42
7507,ยางลบ,4814,1083.15,5214271.83
7508,ยางลบ,3225,3791.5,12227584.89
7509,ยางลบ,1783,1949.59,3476111.72
7510,สมุดโน้ต,4126,533.25,2200206.93
7511,ดินสอ,1746,4289.12,7488796.21
7512,003 / เครื่องฟอกอากาศ,2544,2470.51,6284976.92
7513,003 / เครื่องฟอกอากาศ,1870,1987.25,3716157.64
7514,ปากกาลูกลื่น,497,253.17,125825.19
7515,สมุดโน้ต,353,4896.52,1728469.95
7516,003 / เครื่องฟอกอากาศ,1711,1750.59,2995260.56
7517,ดินสอ,1816,3349.62,6082918.5
7518,ปากกาลูกลื่น,4513,1340.64,6050320.61
